143586,124522
76654,132503
170040,109914
191020,142604
128801,185605
180273,73706
164566,134322
82935,85728
124824,136844
11322,100798
117466,13483
154014,101065
186624,83481
137868,160194
129536,13863
190706,111063
169115,66383
29332,160801
135511,113012
77463,178965
182310,29182
90472,184349
105042,74502
70023,117326
52124,154713
85010,45923
188691,52601
107755,122180
73627,13502
94775,40974
165165,80664
147211,41395
182021,77261
114026,177021
116552,46936
40771,96186
184935,129921
56961,73757
99399,108009
7433,46283
158657,174532
50039,36347
119723,134976
4579,60230
73897,156596
189487,78809
147589,65367
43383,174405
107274,33610
193120,35863
139103,67537
160792,94558
169428,145471
119043,54998
13773,27812
93239,139706
183778,63411
160744,22649
144742,51948
141805,148644
89404,149624
57225,15488
185876,100223
155619,40487
105758,100140
42061,40816
147791,113405
26399,27464
150184,52692
84145,20562
6140,182434
94455,189841
164846,26952
129080,14880
189210,196546
146060,85477
51718,169858
127905,22715
47038,121817
137732,95595
115514,109798
57474,9060
12634,110104
1744,123583
100385,41178
15713,14158
55887,91916
139803,47958
143677,35204
137998,181830
52107,30806
99065,107630
162981,12908
82428,74164
179715,120004
570,136092
56991,87605
149876,44210
146797,41840
122375,192457
174018,179301
15871,28358
83551,12541
128069,26766
172243,27353
157291,24853
60129,142173
56834,73540
8999,46574
150251,157153
138482,181335
99719,2287
43337,89990
87677,67515
84662,60385
114907,153103
104302,27425
61728,193415
57146,2523
136636,153877
155758,89762
83976,83106
130734,12209
94081,8410
115103,36254
171113,164077
124511,157287
95439,34321
139316,66628
176921,12525
197203,16546
72459,77996
48996,69190
138267,128279
59225,87012
88202,153018
11783,49976
140078,146
109454,84678
39192,43695
101894,176604
49826,147889
107454,27752
94379,119588
174737,182854
87461,96595
117077,71564
129574,190901
9599,155001
140118,197286
118327,22927
53641,109676
160093,59141
193002,197918
167109,3705
63253,7320
177409,10480
18023,55481
28325,18662
87315,146626
188376,166915
89124,183443
67032,75474
4081,87878
141248,133604
56334,23082
145620,187436
17747,30832
162447,135415
15242,139283
89216,2931
198561,33595
39592,84193
151135,151535
14846,181406
91990,175409
152167,56096
111259,115430
195758,67104
97750,166009
9868,72799
17237,190095
59369,157156
89426,183029
2666,109241
171874,199763
40978,188519
45292,143886
125625,177478
130998,121316
83876,41834
127446,98360
176375,181424
46572,18437
85039,29694
86985,31728
6758,20788
67960,38845
138184,85178
79058,112610
7735,102091
85108,5382
105005,38090
145651,39216
154352,159778
26556,131443
130825,62126
26839,112529
111512,177482
168661,191819
83424,112385
59262,75428
194655,63855
94306,130202
170275,105413
110854,160218
153084,91607
13452,1424
34208,164492
16701,72932
5264,124571
35315,176168
23746,168676
96840,96477
24581,33674
156430,60723
123125,172166
145531,63783
27415,7307
183882,81325
142058,119802
104080,142947
8434,98002
128327,8494
33815,88849
7486,189196
94069,6126
26448,11518
170435,88438
132494,179110
98014,6403
105980,36036
111459,182442
60183,150554
10137,133333
177641,101998
18855,69220
68556,74424
117838,36856
110807,195948
189348,25163
115688,144675
21486,126076
80041,82070
109196,124325
153810,1722
102117,63722
22617,182010
162751,130205
28306,107885
183942,187110
28197,94411
2567,163096
91267,194144
162339,28316
117191,162435
42559,8748
190109,96578
169642,50554
113123,190547
45195,71398
110212,76090
169267,194538
153727,120656
176656,160226
185215,151882
118381,166745
190356,167927
169138,5294
2769,66143
8432,167288
32632,114042
101033,15349
148024,93415
198446,161056
156375,69420
76597,4887
132025,143332
109871,57679
107729,110565
29998,195634
9612,129720
104913,34477
12346,2825
155410,82119
108358,3510
144865,162929
90499,58565
156789,21921
58434,151550
93123,140673
147322,121635
88047,156899
104055,123956
174198,27974
40873,160594
81341,28878
7369,136568
71288,178737
62355,39439
132643,127615
87297,5190
81671,194886
39303,184437
57802,70584
111083,66709
45800,6322
130944,62448
55429,3654
55883,188868
151250,198413
152230,71909
177667,116521
148031,5557
88714,185310
47776,109980
103840,170774
108998,74578
96815,125887
114882,119981
178620,183835
138117,175342
88206,25192
145708,8555
98195,133782
74725,126635
51786,114401
177951,74632
105120,73501
909,31391
46988,179824
195548,168283
55552,96534
103685,171528
33434,49109
54831,171957
20820,10931
65148,114450
32318,166529
104311,119615
97314,159135
157162,129491
2868,152294
19491,175570
152667,171767
5475,60482
189963,117379
52356,108253
165107,173593
42433,52450
70517,27225
108893,57296
15590,134460
90379,82633
55114,58392
80013,177133
114806,138319
29660,90895
61397,191476
167199,20371
120504,12856
30027,133939
122451,119916
44349,89418
158352,18549
176192,25958
90079,32484
175215,1523
87418,90681
127422,101573
12630,193899
85990,146523
153579,95594
181521,140119
74941,171491
4342,54131
140130,85196
170401,36058
66062,45040
32959,8681
64383,80769
186967,1852
126229,28688
182224,183058
130579,72531
153755,20120
183047,139266
120537,193717
37077,162524
91624,156424
132995,199831
87621,199512
144713,114868
49376,31928
104944,30254
105414,84670
117374,122740
77099,45239
154976,159234
28462,190001
9095,78160
33448,21898
151833,108125
183101,68555
125675,13188
131156,94935
77291,124795
20689,176667
126237,123609
113659,33054
197365,157183
9376,47208
164049,186855
5804,49310
145092,102191
34476,153059
41491,177203
49415,73753
63914,192745
22300,131995
95372,139991
160812,169486
53872,76040
138822,199898
6782,34801
88400,7959
67393,111710
184771,145426
48888,156217
36808,45217
104196,180534
56386,20010
7899,186923
165824,78655
49795,145380
126578,183626
14703,33797
166363,27760
96190,70615
7407,147648
123289,714
189792,156540
196154,147990
58390,48342
24640,183204
178410,82691
157517,132333
59650,103974
118884,23274
71483,115194
188106,60414
188364,39604
56649,133571
26033,100204
78525,187700
90240,135641
123648,127608
58241,137227
53985,124808
60272,99988
135018,183670
193686,182227
36922,144199
31417,109938
93977,131296
95317,149600
193684,149965
170465,75580
15410,11302
24263,109891
2503,155660
40025,22784
174574,191029
46941,10964
196313,833
163052,184307
184834,184240
72541,94873
61375,139293
153295,141295
91441,165147
159179,144370
3179,56678
30448,80478
70395,51978
150750,188834
174148,108519
93909,66682
25313,8789
117058,13920
38934,36841
20483,141696
78399,29202
177115,85821
67295,125771
146839,58786
115228,35816
70018,6905
4857,50970
25965,4145
131374,21959
195093,17992
84120,23590
133282,108305
75274,117179
164748,111616
3301,1393
180909,160247
47048,107054
119765,152909
74080,107844
90222,157960
130466,109081
178276,113349
135774,190367
1968,146777
138173,48805
3853,81174
154553,171647
194578,112274
96522,191209
14464,102032
16807,54819
22452,4027
72385,21955
178530,7321
86311,38381
128835,34399
1710,8922
23896,87841
72135,85264
43463,58318
72466,62464
135590,18625
156490,156751
131276,98372
168695,45243
22306,56387
45158,140192
5173,29174
75868,76888
141468,130681
110635,160337
168958,11143
133498,191938
80948,129301
171738,46785
28337,185994
126564,22967
69958,160690
111850,12099
42082,52177
45581,172813
46182,127717
151593,113064
40609,199039
188418,58251
81910,131725
79247,89175
158098,180831
89558,28058
59279,143761
96419,24869
139472,13716
104813,82922
182360,199255
197126,20045
119072,78358
170239,196776
106721,18211
37787,30699
36179,184562
177076,18059
123438,166328
162794,197698
188620,108925
31455,32899
138867,119019
92692,49735
63499,162477
191011,52013
31178,67033
131032,190791
124045,87798
163656,108457
159750,46320
157013,167339
34308,117888
75118,45165
142791,24080
4062,76080
34519,58845
139737,152310
9735,52963
84032,49984
18998,71881
163373,45237
74058,138920
55019,53275
85628,84359
146778,180977
26076,27691
183707,49688
85794,132071
118409,106867
160231,168155
174868,101842
69424,52323
77385,133925
104294,120523
21146,144862
73129,40387
29129,82339
112676,13150
189861,189749
146291,105928
85919,134087
52518,50938
126303,137881
123887,128396
117872,131814
43843,81202
171512,7435
65091,117628
180383,72856
131260,199528
123623,134308
136699,48449
22027,172971
64793,46159
51342,175816
24239,40211
36184,87075
83365,13759
48817,51996
87455,116153
12439,163720
118866,123499
193321,89829
58743,172685
16703,134792
139302,13649
9025,8524
44376,23599
50740,198416
152082,96837
44851,156027
184297,66154
7656,16925
145162,133022
125898,194777
165167,99113
181839,97192
48450,3595
44158,189239
117340,65991
126172,61724
166267,120587
146959,20497
39233,25190
66205,43145
117379,147492
34550,75324
1571,83326
167884,19405
33856,72528
176728,175267
81802,70966
189445,136233
54819,31821
120834,16520
11133,137742
101490,41360
58904,178238
11585,98778
177361,185216
17159,82007
151034,185728
59637,176587
12851,108161
56988,92820
121333,154218
44541,171224
94505,127668
164840,58477
90125,58747
67275,77503
1342,31672
112622,73615
176603,77012
165034,192377
147418,161556
16828,196274
164028,181249
81645,49175
65447,41931
153816,147618
149366,74331
34631,175404
129152,80996
191262,155329
67041,90438
138572,75031
148332,192357
28103,44454
80338,111457
77215,129212
85028,187505
131469,153325
195951,176539
138709,21107
161876,143104
34688,89993
172175,57444
17472,93785
176488,141917
55630,195558
18550,188226
186585,19593
36209,20084
69574,25359
118767,186723
72847,183734
59906,191039
61524,55931
158509,104303
102289,73188
192628,4662
149964,373
164480,106882
136678,193320
62594,372
104016,46167
130589,154806
42310,20332
120787,9155
14837,20149
20962,127133
105964,154068
102244,84945
113080,69480
196537,192567
143654,17290
3877,12645
130771,170355
134068,129877
39774,155224
180471,66457
186119,71305
181827,175357
107319,71053
194882,104735
197179,21133
191212,151510
186403,9984
112353,102871
88882,141406
16560,59156
32601,131588
124488,43651
172669,145523
126623,185106
45775,107477
92859,175712
112201,158080
87957,13467
84061,101429
115255,98291
119772,86646
196912,99207
118412,4570
10717,94456
172020,198247
186590,24823
96699,163230
120002,128303
102032,131602
183908,94242
118987,180063
26938,99253
71359,153883
173465,77311
168737,173327
61632,65368
159820,119205
39458,30388
24642,77548
2628,126612
136786,15652
58961,53582
112261,174950
118461,41034
148842,62434
5489,86843
157574,23163
61344,51251
55627,47022
26394,187072
83089,117640
32237,47261
158985,128035
19790,176482
54724,182950
50570,18343
106896,132661
94577,63448
78909,13287
159465,26710
191474,150581
49634,102573
101304,77025
117457,134302
70921,60906
113088,305
156666,158204
143043,86716
152654,108255
27376,96450
7941,70001
2079,37206
119195,72185
60481,45917
121876,97899
15411,10162
174989,118949
156467,6077
170240,133855
104357,27489
81412,172413
44571,187962
67817,141378
156310,84042
35765,49190
43251,194928
74950,137895
163733,188627
169740,140755
14986,71836
180260,88787
121492,122953
172035,173921
27465,184927
138397,29629
48131,94399
147397,13804
25872,136915
159392,191263
3451,110491
191267,125409
120210,136448
182261,67359
22550,176910
180500,98154
181442,166411
194510,57125
125251,145956
22481,138721
52305,25334
180207,199487
191135,16007
141425,9685
8798,65530
143387,61466
81683,144739
67286,26528
44564,12885
197995,161072
183368,115958
125333,38695
157546,599
175423,123089
155366,123163
32957,125744
66775,159729
160707,137677
166906,116809
145934,36698
28517,9961
159323,15132
44818,189782
67705,67843
8543,66226
15632,149935
125798,126709
158872,168802
140509,199087
29886,181111
81116,52252
172253,13309
35609,131845
43410,126489
8099,22421
133971,197302
166826,53761
195862,44448
125095,62810
76206,186001
190711,134061
113802,104677
17847,4416
4889,11473
149872,121248
131803,42964
21387,81035
116374,180091
161696,138013
62009,93690
47769,150609
159487,137604
29780,110068
181424,101102
18968,19700
91037,181315
118305,63230
42694,191369
132724,14499
123921,191674
102994,62342
125560,176896
125598,153568
37042,61792
63749,101140
144875,74959
27550,176737
56484,120458
142680,156028
20380,23863
127070,16284
38917,144388
144909,103252
149527,73319
119051,21355
18239,95502
115325,37442
180194,198307
162076,91123
28496,170589
173020,142461
90550,141388
10097,55848
53005,181856
179426,38893
163686,93330
88933,148788
99795,127657
12615,190549
90249,140432
192967,15849
145589,146549
139987,116471
60078,90200
25995,170206
115389,30113
124905,70407
189000,70821
64226,158567
24449,133184
143458,76287
157527,33756
64416,156055
61263,199108
138107,74772
180763,26611
45377,196277
184075,89716
114540,130622
35107,96211
182069,24631
143231,169313
48573,11102
32443,160015
34390,73860
29301,75907
69171,56512
158151,103960
197565,188604
13017,159237
74238,111532
62996,7217
14744,815
182914,59218
177720,198477
121980,17241
105334,51896
101818,133968
87016,176058
57719,147404
105527,30008
137166,176182
77417,119075
170912,195377
73472,97063
18251,83792
55959,139030
27319,61298
139543,160939
22523,159656
165187,21242
77430,113694
116431,22985
27520,193531
68670,78430
41984,103469
51833,168531
69350,1144
76525,119538
3489,65576
4036,60866
35325,149984
26622,172541
38662,4280
15118,102342
194210,81765
119834,78121
27477,84358
93253,176130
108392,91336
162195,82457
159482,53993
170088,111442
110512,139334
105497,62573
51518,164793
140965,29740
121737,19868
114253,30331
84182,82072
404,30342
31897,121563
12672,37336
199364,140409
57290,52397
172297,137943
158434,142100
69028,43650
157920,19173
85007,26388
90728,67918
60100,40589
190474,198789
183817,144442
26286,21237
109253,166623
193857,7817
99314,102632
100677,45798
4796,164294
9301,191147
190137,139271
153704,182017
120132,10600
93137,17741
49140,35395
70049,189846
46615,180137
114214,22111
82926,106672
16372,21171
152198,162996
191421,170857
161455,148314
137829,3984
65945,85022
98504,38293
18057,31317
7458,152060
25003,78693
140073,83654
106177,162404
136414,20217
104723,28926
117908,194788
116437,46119
53340,7465
96870,3713
148293,29084
174003,44419
150932,162209
70623,186812
65937,106622
177903,91004
60787,118236
125444,167943
151761,114801
65122,81607
96714,112595
77059,42722
108766,8594
111761,126138
183588,20376
138010,47550
27049,172730
178330,122238
193554,96408
35541,93081
136440,30734
190123,191966
43175,121463
107142,115664
101463,131074
29858,176170
117662,8427
93830,100229
57192,99427
75817,23158
92083,144932
198036,27080
185795,134814
109171,94580
80385,141541
97235,50651
47055,33547
40524,18696
42128,192841
131789,135958
27982,138494
162261,186057
97167,114792
142762,41499
97186,42084
65242,171029
15787,193688
108687,70077
169303,155638
124431,92737
190746,143706
7189,181137
29376,134896
65855,167475
72807,34328
123706,188391
39462,93015
140166,173211
39476,73168
56562,44507
196337,9256
47213,83804
133965,2901
57642,142009
35667,110259
62592,97211
65570,119672
1851,38423
136346,29541
112061,33922
197170,22088
156823,190402
47923,66981
62906,117547
41120,45977
58307,124784
40580,157751
191263,147333
14125,137382
127504,164685
100500,98643
2475,185125
92506,51700
75832,79198
140052,103277
127525,113185
133132,182731
49352,52144
62465,23569
70532,108774
182063,141720
165061,80163
86760,86657
32965,150176
47551,68878
124283,44053
181489,146815
87879,16846
27018,121631
95718,188114
163882,94604
175849,187915
188157,190007
182416,28627
11954,28933
58468,25596
48265,13501
84825,161963
114366,23613
142684,69261
11528,58916
16728,25286
162540,184187
13423,170866
104809,782
150213,162537
155030,81141
150693,29393
38244,78154
76164,120283
20310,189894
72765,553
3168,92542
172870,98986
135127,54845
183276,55048
184511,110116
92488,192648
62776,98592
29455,97358
133845,40643
87892,146348
90459,168333
33401,168808
55879,30324
45084,96895
158956,75124
12998,55240
138991,88702
89631,150182
189996,2479
83637,127636
160600,104889
118144,162066
96856,27324
87718,142861
94795,82321
64157,195651
71388,8333
100435,179838
179149,19045
197220,170305
68954,49639
126804,198476
196015,129099
195265,78687
138821,191572
29174,54396
145548,61955
175816,82999
66948,180041
55553,198316
162952,44789
118325,21127
6811,145230
163788,65539
166085,123683
153577,26124
35730,14733
101531,107939
73467,67082
91036,46652
32264,79657
198300,73775
81235,7459
187425,69522
110109,58721
48210,10385
118040,107519
134091,120937
190094,132026
116024,123083
150476,113290
68929,74761
41143,60858
106117,126650
73127,50222
24051,42579
9522,43318
122562,180953
149966,128768
193903,116482
88360,120846
51735,56841
43659,58761
71549,182809
193918,90108
1723,40364
99035,30920
166655,28255
411,20617
24118,49747
6049,112806
60941,101889
112498,149559
103028,55919
130946,72402
151865,101736
75534,119909
105677,107140
157204,87279
81109,112030
185977,77491
76326,127155
84774,162412
193187,92829
7026,60772
68139,153352
47238,62517
9428,129522
24038,145799
71972,77263
49287,189513
22346,197232
174783,29700
28814,148569
179223,51256
48893,69812
197633,105304
44824,191924
43897,163345
80898,93908
29587,133074
73474,9756
51738,156828
173577,189509
92058,97621
151692,129672
75337,196584
22073,50054
52047,106156
35030,103647
37294,36998
196187,146039
126521,74377
104608,182567
95355,52362
82793,72958
168699,140676
90096,105307
143178,27538
50894,102972
82929,104108
67047,14619
156874,134109
45851,173023
56078,153795
144288,161456
841,61515
84423,108811
83517,118640
134355,9350
189810,8652
137039,129437
105047,97959
110231,134672
86499,137145
160385,180170
9288,71100
61544,95721
7529,162740
76332,166144
198583,172538
90129,8765
94873,82990
10546,118797
18498,131162
105296,65262
73426,84733
109516,175071
153622,199318
170083,195779
90191,55342
176941,80648
124293,145076
178153,79298
47814,116221
124794,152878
132816,50490
107772,146389
182896,24367
123837,17882
108697,20235
79241,89132
99265,160257
186185,199723
186017,198903
124093,49076
82889,73869
120246,128870
139281,180157
56040,7334
171727,153901
145443,185617
167570,136881
95283,129263
180079,140006
74017,141704
111449,134875
155039,86607
134870,170148
25513,140285
192689,94424
141935,1273
30917,109876
10421,41659
120271,126228
178493,54418
100428,43361
35785,175780
160463,145757
8196,137511
43142,184642
53412,37997
22318,26549
149188,122737
91192,96972
51882,162892
99183,186312
135583,97708
95772,43295
161764,139864
75342,22456
119253,65493
191910,190844
115028,171516
67650,76229
86389,76202
156748,92670
131912,1721
105327,183154
166281,187414
105691,159332
178369,64199
94707,11902
66633,141518
83015,112001
10799,136435
161188,70764
35921,15008
39567,76129
130366,35893
160413,19415
77811,195907
158650,175029
97903,38540
81859,57776
148102,19694
4813,7396
98329,9411
46726,165444
69044,112360
11163,124268
27147,45836
118782,136505
149509,45147
123460,157155
21405,178610
143186,163391
51991,140398
128094,105294
126009,11157
176891,37581
12220,191701
30922,57194
198458,60323
111149,82418
34045,2305
30998,189422
100820,149940
55840,151061
172099,170955
68353,108604
167125,91111
12727,133736
92191,47935
74489,136152
28656,128337
72338,57128
192342,82988
151993,35378
142657,109252
610,27950
190419,33318
20141,31225
131430,60609
181435,146921
194165,8344
199437,196695
95187,81952
23490,21638
143401,161207
93120,3937
81925,110909
110610,92694
23378,24161
122724,157672
116722,158148
79832,63546
45078,103087
164681,37438
173610,195424
32787,24664
188347,130250
181779,73441
186450,133215
28403,181167
137207,39084
196993,130334
24499,19394
177747,61621
193785,72233
5346,92469
129407,123624
16628,82155
88656,199913
177060,119553
36939,136963
196451,28780
126409,148921
72003,102729
46728,96767
190066,141908
197390,73655
74381,71304
153092,33796
112111,3017
122799,62427
97670,26638
11907,148432
50746,100978
93931,182432
169203,56920
79390,26905
171168,58472
89346,84894
11759,75935
80461,79873
100782,146186
184340,119383
167624,198012
113707,1642
151816,175323
11669,64162
183283,132827
159912,5197
138636,154944
171856,184976
184366,189730
7366,189837
69318,41605
11604,41526
173854,196244
147407,101181
4734,76789
60131,54955
159374,112114
165004,183028
126501,199534
69252,119771
165898,179819
182324,87389
176404,78735
20534,38731
90530,155434
142335,125432
83959,38192
182058,71114
40871,37311
171426,43671
79370,182379
115436,26936
25543,114890
130139,150733
73258,75025
79923,108653
168623,51837
174739,148083
88061,110375
180325,144319
57778,165905
69677,44238
128079,28475
127907,101148
121471,8680
100048,193364
34094,68756
183939,165366
182780,89895
92334,61030
13677,175907
118522,161611
159921,91095
4221,165860
19086,192452
36874,65238
158028,195992
63251,118556
174651,56046
145627,128323
24725,186977
129247,157470
133989,71698
21641,6669
98449,145968
5770,103783
3084,179970
30820,42553
19992,75657
23796,15774
104977,33741
158572,160084
185758,155875
196394,3637
88301,154461
198084,64200
68687,41107
181662,70448
36699,76189
60258,25346
39271,191940
153942,118467
22323,170736
12273,844
155869,30927
93914,131147
55902,169152
55050,17696
74290,171937
186955,111434
136209,156408
159537,20953
43701,53179
40388,99158
149421,40491
174267,37907
64885,38803
109784,170698
6536,10627
92198,43074
68908,40439
180151,23553
158363,75224
109410,192895
10408,1153
33176,139807
43759,36802
112257,97472
132977,26880
179987,109209
127470,185261
39541,72221
121910,6068
196176,194932
192528,80851
44717,29284
80423,107438
89230,41632
167282,162083
131725,17979
114640,67045
43943,182014
151655,126705
56923,47628
134141,172570
97249,169205
26179,168203
59455,132154
20051,180912
85297,22074
66868,111593
6664,96210
20829,107342
65733,177435
121745,174098
8438,186223
69153,46513
126350,74755
111621,178818
37663,80734
38682,121650
82219,152320
9523,301
13217,196512
120323,195245
177202,69371
13554,36325
14839,179014
34468,109772
127409,70287
181218,73182
28570,65165
113426,84603
76906,137319
112029,104930
28701,43663
57925,82524
187677,140942
72282,45649
34318,30565
167409,11656
96905,182134
92590,168243
5052,86705
159406,107226
87277,83992
86301,120306
175393,185577
121026,14095
55893,163485
87815,144569
130143,166247
113248,86462
154706,167163
75796,37637
196574,127340
74536,135302
116117,82552
173497,36107
233,171741
113382,26746
89795,42116
180379,32048
96030,157906
10367,187669
50881,185661
63187,3976
118931,59942
178804,174519
98492,31804
27934,135970
9894,14948
992,19404
188750,98083
76644,117629
75065,95801
66693,156289
26865,55841
2935,82458
100967,184980
41401,48056
121217,161734
84709,44260
177698,138620
141424,8559
47197,93665
85197,66492
169515,124330
121716,122672
131129,93267
184565,135184
147918,97920
29159,82634
24718,86343
92176,134419
99244,108989
62913,142553
147088,38629
170101,37854
23781,93598
51613,110134
187709,182057
140535,106300
33711,30784
42358,122796
102044,57263
100819,179671
195928,46830
187622,64559
69494,153334
6465,132334
126931,119430
69103,115370
123247,151807
139790,132423
88254,194489
129088,61224
77554,191613
143218,78983
70275,126667
60540,120313
23415,59453
136622,159618
179991,197540
35256,93831
67515,7399
179106,134329
121730,38064
190431,8412
9992,71756
69934,171348
124039,194990
33040,57230
45992,69059
48989,160401
118620,140413
183927,74073
32742,168152
174648,173934
155763,176238
169318,86520
85463,16941
3435,57759
96603,91132
5468,48215
154171,166723
78363,126388
49119,154194
139473,83659
86166,41536
183466,71497
157485,17203
74404,71308
197081,53430
153479,161429
199987,183763
84118,196525
105462,137715
91952,165179
48053,183405
51911,27745
103381,106715
160787,138027
182406,441
85586,169969
191063,81927
190451,55232
108997,1431
159718,69177
63972,51140
127619,130827
184065,161956
190516,93327
134657,87231
9367,96704
179656,8456
46890,40688
141087,33924
192105,23469
178847,131662
48978,70972
78540,193047
136303,178985
157198,110784
73215,78646
9467,174515
79872,53889
80025,118392
39751,104779
83201,65902
190244,167822
180956,159660
182220,89871
9254,126867
199369,79792
15730,87713
180840,40371
15951,180807
87475,10565
141595,68983
44223,15492
62875,39527
174363,136035
68512,10511
19776,53257
30949,22640
81416,29847
137707,76453
149238,125083
24669,137850
128983,7436
95344,141978
159782,125272
132228,172069
167644,34949
112581,55729
148798,81273
94085,126333
120556,67001
10498,75018
89611,109053
57398,25269
115989,16787
5703,193342
28379,76021
20871,7724
98324,88477
49191,71888
80681,137647
97436,189395
104438,97480
192018,195088
56242,86514
139837,47530
87845,63836
129318,114997
40942,197247
145732,183362
72914,131667
187326,74240
112512,108693
100044,54517
146687,3895
168347,182920
193264,195351
96038,54122
8782,184771
95488,112358
26579,173773
12329,13659
111306,88841
26699,13632
62007,198504
151987,136929
51708,14149
161249,159667
109765,76621
199419,5177
133121,140511
71284,32760
175899,183525
35552,56324
69052,100379
191168,97743
107466,114535
193383,120775
126981,35056
104155,135364
50299,125713
63973,147992
92741,169772
10803,96172
128716,165992
53779,180717
450,169082
131660,146208
88399,170327
178399,132529
105529,150266
127158,70072
196969,96130
97058,62105
111758,110704
15036,198273
130310,160249
191498,53482
54813,867
158755,173677
22640,166048
3848,137766
77072,101069
62387,36828
7496,187875
126106,67505
78825,83996
89344,63872
75287,8058
69959,164025
7736,24889
89341,70522
133583,151067
186523,136065
110339,20352
148404,189946
112954,120725
169489,180472
3219,54713
155315,95122
171117,77745
108694,83888
4047,99676
89005,180982
49391,56567
142274,113500
44558,27329
198693,91613
120630,191958
70687,104459
60935,170635
50261,7973
46594,26453
158343,125653
20696,174145
193740,82893
10307,75963
21587,177718
52453,77123
172022,114495
194586,78805
33383,78049
92425,54057
130285,180411
54421,134108
117217,108575
185418,87484
26543,79253
11706,41821
108401,34056
134384,34119
161894,190648
84070,163774
157038,165649
98226,78919
46406,197552
15177,18535
60405,98279
128776,64770
22942,54942
89366,190792
62958,132036
148923,73961
166151,143289
71326,61873
74279,106322
33685,97864
78154,191953
31889,163748
122074,106988
108166,126060
31700,16618
152310,7834
172687,127777
106902,23661
77982,164743
4776,131288
129431,117216
19673,134405
100152,139640
63203,50846
182477,153804
26221,189136
199645,153759
143096,171369
170556,135655
16886,50849
43751,70401
148928,11751
14111,39450
41597,5503
52113,191530
51942,173487
109963,49374
85200,127648
93793,82156
77023,44813
123890,59704
180553,94005
150727,163000
31560,169974
20522,51577
62920,198378
153952,148750
77866,156197
117731,148660
179343,75355
39531,39180
186026,142373
14613,85822
176017,113112
27278,121272
33530,148711
139878,134664
29367,73364
13604,140450
81303,132185
71794,6522
77228,156651
161389,23251
178486,138905
57073,16670
112265,22072
190147,23549
77520,167414
101411,22582
183405,52131
69257,191797
93017,56939
48476,113315
113518,20926
104754,155268
187680,18004
98446,121640
99174,47563
105018,127369
77745,64311
21214,151719
74592,424
68,177814
146154,135234
41427,4242
150812,11643
109213,9303
189009,181715
120443,31181
148338,144384
196223,17074
85056,10362
9743,40329
71515,24001
22510,66107
34005,127538
117111,16912
66457,88454
149217,169817
170198,55877
149215,20
2586,192172
81895,78599
63391,74219
7772,185426
35733,199163
170729,136717
129275,44971
88479,157645
89994,111391
64344,131048
146066,129373
